	query	seed_ortholog	evalue	score	predicted_name	go_terms	kegg_ko	bigg_reactions	tax_scope	eggnog_ogs	best_og	cog_cat	eggnog_hmmm_desc	cog_category_full
1602	PB.3795.3|765_134|path7:4-1391(+)|HQ_sampleytBMi1Qu|cb16611_c72759/f2p2/1384	6945.ISCW016762-PA	6.499999999999997e-199	698.7					artNOG[6]	03H82@artNOG,0B3JD@biNOG,0INGK@euNOG,0WFYW@meNOG,0XRFY@NOG,13BM4@opiNOG	NA|NA|NA	T, Z	Four and a half lim domains	Signal Transduction; Cytoskeleton
1603	PB.3796.1|765_134|path8:1-2519(+)|HQ_sampleytBMi1Qu|cb16611_c29697/f6p22/2599	6945.ISCW016762-PA	1.1999999999999994e-198	698.7					artNOG[6]	03H82@artNOG,0B3JD@biNOG,0INGK@euNOG,0WFYW@meNOG,0XRFY@NOG,13BM4@opiNOG	NA|NA|NA	T, Z	Four and a half lim domains	Signal Transduction; Cytoskeleton
1604	PB.3798.1|765_1540|path0:1-2849(+)|HQ_sampleytBMi1Qu|cb16611_c16544/f3p9/2912	6945.ISCW023059-PA	9.399999999999998e-59	234.2		GO:0005575,GO:0005622,GO:0005623,GO:0017101,GO:0032991,GO:0043234,GO:0044424,GO:0044464	K15438		artNOG[6]	038W7@artNOG,09VRP@biNOG,0II5D@euNOG,0V6QM@meNOG,10B04@NOG,12RNC@opiNOG	NA|NA|NA	J	complex, auxiliary	Translation
1605	PB.3799.1|765_16|path1:1168-3701(+)|HQ_sampleytBMi1Qu|cb16611_c36007/f2p2/2439	7029.ACYPI38107-PA	1.9e-28	133.3					artNOG[6]	03B9X@artNOG,0AAT8@biNOG,0J369@euNOG,0SXUV@inNOG,0VMSK@meNOG,1258E@NOG,13WKH@opiNOG	NA|NA|NA			
1606	PB.3799.5|765_16|path1:1978-4118(+)|HQ_sampleytBMi1Qu|cb16611_c35641/f2p0/2100	121225.PHUM205230-PA	4.9000000000000006e-14	85.1					artNOG[6]	03B7Z@artNOG,0AJPH@biNOG,0JQ56@euNOG,0SXXR@inNOG,0VYKR@meNOG,115U5@NOG,14AZM@opiNOG	NA|NA|NA			
1607	PB.3801.1|765_16|path11:1004-3766(+)|HQ_sampleytBMi1Qu|cb16611_c29271/f3p6/2640	7029.ACYPI38107-PA	2e-28	133.3					artNOG[6]	03B9X@artNOG,0AAT8@biNOG,0J369@euNOG,0SXUV@inNOG,0VMSK@meNOG,1258E@NOG,13WKH@opiNOG	NA|NA|NA			
1608	PB.3801.2|765_16|path11:1381-3702(+)|HQ_sampleytBMi1Qu|cb16611_c30281/f2p1/2358	7029.ACYPI26386-PA	1.2e-16	94.0					artNOG[6]	03B9X@artNOG,0AAT8@biNOG,0J369@euNOG,0VMSK@meNOG,1258E@NOG,13WKH@opiNOG	NA|NA|NA			
1609	PB.3801.3|765_16|path11:1623-2327(+)|HQ_sampleytBMi1Qu|cb11651_c11137/f2p4/704	7897.ENSLACP00000001249	4e-19	100.5					NOG[107]	0YPVZ@NOG	NA|NA|NA			
1610	PB.3801.4|765_16|path11:1623-3501(+)|HQ_sampleytBMi1Qu|cb16611_c29297/f2p0/1794	7029.ACYPI55504-PA	3.6000000000000003e-13	82.0					artNOG[6]	03B7Z@artNOG,0AJPH@biNOG,0JQ56@euNOG,0SXXR@inNOG,0VYKR@meNOG,115U5@NOG,14AZM@opiNOG	NA|NA|NA			
1611	PB.3801.5|765_16|path11:1625-3077(+)|HQ_sampleytBMi1Qu|cb16611_c47100/f4p0/1432	7029.ACYPI55504-PA	2.9e-13	82.0					artNOG[6]	03B7Z@artNOG,0AJPH@biNOG,0JQ56@euNOG,0SXXR@inNOG,0VYKR@meNOG,115U5@NOG,14AZM@opiNOG	NA|NA|NA			
1612	PB.3803.2|765_16|path12:2275-3200(+)|HQ_sampleytBMi1Qu|cb11651_c116452/f2p0/843	7029.ACYPI38107-PA	6.6e-29	133.3					artNOG[6]	03B9X@artNOG,0AAT8@biNOG,0J369@euNOG,0SXUV@inNOG,0VMSK@meNOG,1258E@NOG,13WKH@opiNOG	NA|NA|NA			
1613	PB.3803.3|765_16|path12:2301-5211(+)|HQ_sampleytBMi1Qu|cb16611_c40649/f9p3/2821	7029.ACYPI38107-PA	2.2e-28	133.3					artNOG[6]	03B9X@artNOG,0AAT8@biNOG,0J369@euNOG,0SXUV@inNOG,0VMSK@meNOG,1258E@NOG,13WKH@opiNOG	NA|NA|NA			
1614	PB.3804.2|765_16|path13:1623-4469(+)|HQ_sampleytBMi1Qu|cb16611_c37113/f2p1/2802	121225.PHUM205230-PA	8.8e-14	84.7					artNOG[6]	03B7Z@artNOG,0AJPH@biNOG,0JQ56@euNOG,0SXXR@inNOG,0VYKR@meNOG,115U5@NOG,14AZM@opiNOG	NA|NA|NA			
1615	PB.3805.1|765_16|path14:1623-3063(+)|HQ_sampleytBMi1Qu|cb16611_c27192/f3p2/1367	6945.ISCW002021-PA	1.5e-30	139.4	RPL26	GO:0000022,GO:0000226,GO:0000278,GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006996,GO:0007010,GO:0007017,GO:0007049,GO:0007051,GO:0007052,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0016043,GO:0019538,GO:0022402,GO:0022625,GO:0022626,GO:0030529,GO:0032991,GO:0034645,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043933,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0044699,GO:0044763,GO:0051231,GO:0071704,GO:0071822,GO:0071840,GO:1901576	K02898		artNOG[6]	036GM@artNOG,0A704@biNOG,0VEU7@meNOG,13Q5F@opiNOG,COG0198@NOG,KOG3401@euNOG	NA|NA|NA	J	Ribosomal protein L26	Translation
1616	PB.3806.5|765_16|path16:1623-4497(+)|HQ_sampleytBMi1Qu|cb16611_c135684/f4p4/2826	7029.ACYPI23116-PA	9.199999999999999e-11	74.7					artNOG[6]	03B9X@artNOG,0AAT8@biNOG,0J369@euNOG,0SXUV@inNOG,0VMSK@meNOG,1258E@NOG,13WKH@opiNOG	NA|NA|NA			
1617	PB.3807.2|765_16|path19:1623-3298(+)|HQ_sampleytBMi1Qu|cb16611_c30728/f2p4/1614	7029.ACYPI55504-PA	3.2e-13	82.0					artNOG[6]	03B7Z@artNOG,0AJPH@biNOG,0JQ56@euNOG,0SXXR@inNOG,0VYKR@meNOG,115U5@NOG,14AZM@opiNOG	NA|NA|NA			
1618	PB.3808.2|765_16|path2:1623-3789(+)|HQ_sampleytBMi1Qu|cb16611_c37002/f3p3/1842	4113.PGSC0003DMT400049004	5e-18	98.2					virNOG[6]	0J28Q@euNOG,0YM5T@NOG,1BTRF@strNOG,1E5MH@virNOG	NA|NA|NA			
1619	PB.3808.3|765_16|path2:1623-3421(+)|HQ_sampleytBMi1Qu|cb16611_c47112/f3p0/1713	7029.ACYPI38107-PA	1.3000000000000002e-28	133.3					artNOG[6]	03B9X@artNOG,0AAT8@biNOG,0J369@euNOG,0SXUV@inNOG,0VMSK@meNOG,1258E@NOG,13WKH@opiNOG	NA|NA|NA			
1620	PB.3808.5|765_16|path2:1835-3691(+)|HQ_sampleytBMi1Qu|cb16611_c40262/f3p0/1771	7029.ACYPI55504-PA	3.4999999999999997e-13	82.0					artNOG[6]	03B7Z@artNOG,0AJPH@biNOG,0JQ56@euNOG,0SXXR@inNOG,0VYKR@meNOG,115U5@NOG,14AZM@opiNOG	NA|NA|NA			
1621	PB.3809.2|765_16|path21:1630-3951(+)|HQ_sampleytBMi1Qu|cb16611_c31078/f5p7/2244	121225.PHUM205230-PA	5.400000000000001e-14	85.1					artNOG[6]	03B7Z@artNOG,0AJPH@biNOG,0JQ56@euNOG,0SXXR@inNOG,0VYKR@meNOG,115U5@NOG,14AZM@opiNOG	NA|NA|NA			
1622	PB.3809.3|765_16|path21:1958-3685(+)|HQ_sampleytBMi1Qu|cb16611_c124842/f2p0/1654	6334.EFV47736	3.9999999999999997e-22	111.7					meNOG[21]	0AAT8@biNOG,0J369@euNOG,0VMSK@meNOG,1258E@NOG,13WKH@opiNOG	NA|NA|NA			
1623	PB.3811.1|765_16|path22:1623-2328(+)|HQ_sampleytBMi1Qu|cb11651_c39032/f3p0/705	10116.ENSRNOP00000067161	5.199999999999999e-19	100.1					maNOG[6]	0AA94@biNOG,0DVJR@chorNOG,0J12I@euNOG,0UWYZ@maNOG,0VM0F@meNOG,0YPVZ@NOG,13VWS@opiNOG,1D5CG@veNOG	NA|NA|NA			
1624	PB.3812.2|765_16|path23:1623-3159(+)|HQ_sampleytBMi1Qu|cb16611_c36802/f3p0/1452	7029.ACYPI55504-PA	2.9e-13	82.0					artNOG[6]	03B7Z@artNOG,0AJPH@biNOG,0JQ56@euNOG,0SXXR@inNOG,0VYKR@meNOG,115U5@NOG,14AZM@opiNOG	NA|NA|NA			
1625	PB.3812.3|765_16|path23:1623-3698(+)|HQ_sampleytBMi1Qu|cb16611_c40308/f2p2/1984	7029.ACYPI55504-PA	4e-13	82.0					artNOG[6]	03B7Z@artNOG,0AJPH@biNOG,0JQ56@euNOG,0SXXR@inNOG,0VYKR@meNOG,115U5@NOG,14AZM@opiNOG	NA|NA|NA			
1626	PB.3812.4|765_16|path23:2301-4964(+)|HQ_sampleytBMi1Qu|cb16611_c38831/f7p3/2611	7029.ACYPI55504-PA	5.2e-13	82.0					artNOG[6]	03B7Z@artNOG,0AJPH@biNOG,0JQ56@euNOG,0SXXR@inNOG,0VYKR@meNOG,115U5@NOG,14AZM@opiNOG	NA|NA|NA			
1627	PB.3815.1|765_16|path5:1623-3789(+)|HQ_sampleytBMi1Qu|cb16611_c29144/f5p1/2092	7029.ACYPI55504-PA	4.2e-13	82.0					artNOG[6]	03B7Z@artNOG,0AJPH@biNOG,0JQ56@euNOG,0SXXR@inNOG,0VYKR@meNOG,115U5@NOG,14AZM@opiNOG	NA|NA|NA			
1628	PB.3815.2|765_16|path5:1626-2328(+)|HQ_sampleytBMi1Qu|cb11651_c23256/f2p0/705	7897.ENSLACP00000001249	4e-19	100.5					NOG[107]	0YPVZ@NOG	NA|NA|NA			
1629	PB.3816.1|765_16|path6:1-2369(+)|HQ_sampleytBMi1Qu|cb16611_c27084/f3p0/2431	121225.PHUM205230-PA	5.9e-14	85.1					artNOG[6]	03B7Z@artNOG,0AJPH@biNOG,0JQ56@euNOG,0SXXR@inNOG,0VYKR@meNOG,115U5@NOG,14AZM@opiNOG	NA|NA|NA			
1630	PB.3818.1|765_16|path9:744-3542(+)|HQ_sampleytBMi1Qu|cb16611_c88035/f3p10/2826	4113.PGSC0003DMT400049004	1.7000000000000002e-17	97.1					virNOG[6]	0J28Q@euNOG,0YM5T@NOG,1BTRF@strNOG,1E5MH@virNOG	NA|NA|NA			
1631	PB.3819.2|765_17|path11:510-1321(+)|HQ_sampleytBMi1Qu|cb11651_c12513/f2p0/811	34740.HMEL003434-PA	2.2e-26	124.8					artNOG[6]	03BHR@artNOG,0APCZ@biNOG,0JQFI@euNOG,0SY35@inNOG,0W1PI@meNOG,0ZV8G@NOG,14EPM@opiNOG	NA|NA|NA			
1632	PB.3819.3|765_17|path11:592-3232(+)|HQ_sampleytBMi1Qu|cb16611_c34825/f2p10/2651	6183.Smp_109290__mRNA	3.2000000000000003e-10	72.8					meNOG[21]	0AM46@biNOG,0J67S@euNOG,0VYXI@meNOG,0Y4AF@NOG,13YJ2@opiNOG	NA|NA|NA			
1633	PB.3820.2|765_17|path12:511-2122(+)|HQ_sampleytBMi1Qu|cb16611_c37921/f2p1/1623	34740.HMEL003434-PA	1.8000000000000001e-22	112.8					artNOG[6]	03BHR@artNOG,0APCZ@biNOG,0JQFI@euNOG,0SY35@inNOG,0W1PI@meNOG,0ZV8G@NOG,14EPM@opiNOG	NA|NA|NA			
1634	PB.3821.1|765_17|path15:1-2512(+)|HQ_sampleytBMi1Qu|cb16611_c337880/f2p16/2531	578455.XP_003654187.1	5.3e-10	72.0					fuNOG[21]	0400R@ascNOG,0CWYH@chaNOG,0J5JF@euNOG,0PXRG@fuNOG,0Y4XS@NOG,140C0@opiNOG,19UEN@sordNOG,1AF7K@sorNOG	NA|NA|NA			
1635	PB.3821.3|765_17|path15:110-3895(+)|HQ_sampleytBMi1Qu|cb16611_c54369/f9p29/3412	9258.ENSOANP00000004666	1.1000000000000002e-34	154.5					maNOG[6]	0A8JN@biNOG,0DUWN@chorNOG,0IZ9R@euNOG,0UW42@maNOG,0VJK5@meNOG,129JI@NOG,13TBI@opiNOG,1D4RM@veNOG	NA|NA|NA			
1636	PB.3821.4|765_17|path15:422-3841(+)|HQ_sampleytBMi1Qu|cb16611_c112307/f4p43/3410	34740.HMEL003434-PA	1.2e-25	124.4					artNOG[6]	03BHR@artNOG,0APCZ@biNOG,0JQFI@euNOG,0SY35@inNOG,0W1PI@meNOG,0ZV8G@NOG,14EPM@opiNOG	NA|NA|NA			
1637	PB.3821.7|765_17|path15:510-1605(+)|HQ_sampleytBMi1Qu|cb16611_c276844/f2p0/1096	34740.HMEL003434-PA	3.9e-26	124.4					artNOG[6]	03BHR@artNOG,0APCZ@biNOG,0JQFI@euNOG,0SY35@inNOG,0W1PI@meNOG,0ZV8G@NOG,14EPM@opiNOG	NA|NA|NA			
1638	PB.3821.8|765_17|path15:1509-2273(+)|HQ_sampleytBMi1Qu|cb11651_c39198/f3p0/763	9258.ENSOANP00000004666	3.2e-35	154.1					maNOG[6]	0A8JN@biNOG,0DUWN@chorNOG,0IZ9R@euNOG,0UW42@maNOG,0VJK5@meNOG,129JI@NOG,13TBI@opiNOG,1D4RM@veNOG	NA|NA|NA			
1639	PB.3822.1|765_17|path18:59-691(+)|HQ_sampleytBMi1Qu|cb11651_c27439/f2p0/633	6669.DappuP72393	7.199999999999999e-33	146.0					artNOG[6]	03BU2@artNOG,0ABD6@biNOG,0J32I@euNOG,0VN2E@meNOG,12C4M@NOG,13XRY@opiNOG	NA|NA|NA			
1640	PB.3822.3|765_17|path18:129-1716(+)|HQ_sampleytBMi1Qu|cb16611_c29081/f2p0/1620	400682.PAC_15705187	1.2e-20	106.7					euNOG[57]	0JQ7N@euNOG,11DBJ@NOG	NA|NA|NA			
1641	PB.3825.1|765_17|path3:6-985(+)|HQ_sampleytBMi1Qu|cb16611_c303889/f3p4/1021	281687.CJA35053	7.8e-08	63.5					meNOG[21]	0ABD6@biNOG,0J32I@euNOG,0VN2E@meNOG,12C4M@NOG,13XRY@opiNOG	NA|NA|NA			
1642	PB.3825.2|765_17|path3:20-1649(+)|HQ_sampleytBMi1Qu|cb16611_c32941/f2p2/1521	6183.Smp_110540__mRNA	1.1000000000000001e-23	116.7					meNOG[21]	0AM46@biNOG,0J67S@euNOG,0VYXI@meNOG,0Y4AF@NOG,13YJ2@opiNOG	NA|NA|NA			
1643	PB.3825.3|765_17|path3:510-2868(+)|HQ_sampleytBMi1Qu|cb16611_c34537/f2p9/2394	9913.ENSBTAP00000019461	3.5e-51	208.8	ACT1	GO:0000003,GO:0000146,GO:0000166,GO:0000278,GO:0000281,GO:0000910,GO:0000920,GO:0001725,GO:0001882,GO:0001883,GO:0002119,GO:0002164,GO:0003006,GO:0003008,GO:0003012,GO:0003674,GO:0003774,GO:0003824,GO:0005198,GO:0005200,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005856,GO:0005865,GO:0005884,GO:0005938,GO:0006139,GO:0006152,GO:0006163,GO:0006195,GO:0006200,GO:0006461,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006897,GO:0006898,GO:0006915,GO:0006928,GO:0006936,GO:0006996,GO:0007010,GO:0007015,GO:0007049,GO:0007108,GO:0007126,GO:0007275,GO:0007517,GO:0007519,GO:0007548,GO:0008150,GO:0008152,GO:0008219,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009125,GO:0009126,GO:0009128,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009158,GO:0009161,GO:0009164,GO:0009166,GO:0009167,GO:0009169,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009605,GO:0009612,GO:0009628,GO:0009653,GO:0009719,GO:0009725,GO:0009790,GO:0009791,GO:0009792,GO:0009888,GO:0009987,GO:0009991,GO:0010033,GO:0010035,GO:0010038,GO:0010226,GO:0010927,GO:0012501,GO:0014070,GO:0014706,GO:0014866,GO:0014888,GO:0015629,GO:0016043,GO:0016049,GO:0016192,GO:0016265,GO:0016462,GO:0016477,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0019439,GO:0019637,GO:0019693,GO:0022402,GO:0022414,GO:0022607,GO:0030016,GO:0030017,GO:0030029,GO:0030036,GO:0030154,GO:0030239,GO:0030240,GO:0030554,GO:0031032,GO:0031033,GO:0031034,GO:0032432,GO:0032501,GO:0032502,GO:0032506,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032559,GO:0032989,GO:0032991,GO:0033993,GO:0034622,GO:0034641,GO:0034655,GO:0035639,GO:0036094,GO:0036379,GO:0040007,GO:0040011,GO:0040035,GO:0040039,GO:0042221,GO:0042278,GO:0042454,GO:0042641,GO:0042692,GO:0043167,GO:0043168,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043234,GO:0043292,GO:0043500,GO:0043501,GO:0043503,GO:0043623,GO:0043933,GO:0044000,GO:0044001,GO:0044085,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044403,GO:0044419,GO:0044422,GO:0044424,GO:0044430,GO:0044444,GO:0044446,GO:0044449,GO:0044464,GO:0044699,GO:0044707,GO:0044710,GO:0044763,GO:0044767,GO:0046034,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0048468,GO:0048513,GO:0048545,GO:0048608,GO:0048610,GO:0048646,GO:0048731,GO:0048741,GO:0048747,GO:0048806,GO:0048856,GO:0048869,GO:0048870,GO:0050896,GO:0051146,GO:0051179,GO:0051234,GO:0051301,GO:0051321,GO:0051674,GO:0051701,GO:0051704,GO:0051716,GO:0051814,GO:0051815,GO:0052126,GO:0052192,GO:0055001,GO:0055002,GO:0055086,GO:0060537,GO:0060538,GO:0061061,GO:0061458,GO:0065003,GO:0070271,GO:0070358,GO:0070359,GO:0070360,GO:0070925,GO:0071688,GO:0071704,GO:0071822,GO:0071840,GO:0071944,GO:0072521,GO:0072523,GO:0097159,GO:1901135,GO:1901136,GO:1901265,GO:1901292,GO:1901360,GO:1901361,GO:1901363,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658	K05692,K10354,K10355		euNOG[57]	COG5277@NOG,KOG0676@euNOG	NA|NA|NA	Z	Actins are highly conserved proteins that are involved in various types of cell motility and are ubiquitously expressed in all eukaryotic cells	Cytoskeleton
1644	PB.3827.1|765_17|path7:1-2696(+)|HQ_sampleytBMi1Qu|cb16611_c28387/f3p17/2732	400682.PAC_15705187	6.1e-20	105.1					euNOG[57]	0JQ7N@euNOG,11DBJ@NOG	NA|NA|NA			
1645	PB.3827.2|765_17|path7:453-1339(+)|HQ_sampleytBMi1Qu|cb11651_c10859/f5p4/887	578455.XP_003654187.1	1.8000000000000002e-10	72.0					fuNOG[21]	0400R@ascNOG,0CWYH@chaNOG,0J5JF@euNOG,0PXRG@fuNOG,0Y4XS@NOG,140C0@opiNOG,19UEN@sordNOG,1AF7K@sorNOG	NA|NA|NA			
1646	PB.3827.3|765_17|path7:864-1101(+)|HQ_sampleytBMi1Qu|cb14314_c40/f13p0/237	9544.ENSMMUP00000041385	7.000000000000001e-18	94.7					meNOG[21]	0A8JN@biNOG,0DUWN@chorNOG,0IZ9R@euNOG,0VJK5@meNOG,129JI@NOG,13TBI@opiNOG	NA|NA|NA			
1647	PB.3828.1|765_17|path8:1-2164(+)|HQ_sampleytBMi1Qu|cb16611_c29025/f2p2/2164	578455.XP_003654187.1	8.1e-07	61.2					fuNOG[21]	0400R@ascNOG,0CWYH@chaNOG,0J5JF@euNOG,0PXRG@fuNOG,0Y4XS@NOG,140C0@opiNOG,19UEN@sordNOG,1AF7K@sorNOG	NA|NA|NA			
1648	PB.3831.1|765_1|path0:218-473(+)|HQ_sampleytBMi1Qu|cb11367_c13/f7p0/256	6669.DappuP300691	1.7e-33	146.7	RPS18	GO:0000022,GO:0000226,GO:0000228,GO:0000278,GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005694,GO:0005730,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006413,GO:0006996,GO:0007010,GO:0007017,GO:0007049,GO:0007051,GO:0007052,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0016043,GO:0019538,GO:0022402,GO:0022613,GO:0022626,GO:0022627,GO:0030529,GO:0031974,GO:0031981,GO:0032991,GO:0034645,GO:0042254,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044391,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0044699,GO:0044763,GO:0051231,GO:0070013,GO:0071704,GO:0071822,GO:0071840,GO:1901576	K02964		artNOG[6]	036XT@artNOG,09TWZ@biNOG,0V4W2@meNOG,13Q01@opiNOG,COG0099@NOG,KOG3311@euNOG	NA|NA|NA	J	Ribosomal protein S18	Translation
1649	PB.3836.1|765_220|path11:1-1594(+)|HQ_sampleytBMi1Qu|cb16611_c52478/f2p7/1657	6945.ISCW015996-PA	3.5000000000000003e-10	72.0	PRL-1	GO:0003674,GO:0003824,GO:0004721,GO:0004725,GO:0004727,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006464,GO:0006470,GO:0006793,GO:0006796,GO:0008138,GO:0008150,GO:0008152,GO:0009987,GO:0016020,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0019538,GO:0035335,GO:0036211,GO:0042578,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044464,GO:0071704,GO:0071944	K18041		artNOG[6]	036J2@artNOG,09U3X@biNOG,0V530@meNOG,11I7J@NOG,1383X@opiNOG,KOG2836@euNOG	NA|NA|NA	T	protein tyrosine phosphatase	Signal Transduction
1650	PB.3837.1|765_220|path3:1-2369(+)|HQ_sampleytBMi1Qu|cb16611_c60004/f4p9/2458	6945.ISCW015996-PA	1.5999999999999996e-99	369.4	PRL-1	GO:0003674,GO:0003824,GO:0004721,GO:0004725,GO:0004727,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006464,GO:0006470,GO:0006793,GO:0006796,GO:0008138,GO:0008150,GO:0008152,GO:0009987,GO:0016020,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0019538,GO:0035335,GO:0036211,GO:0042578,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044464,GO:0071704,GO:0071944	K18041		artNOG[6]	036J2@artNOG,09U3X@biNOG,0V530@meNOG,11I7J@NOG,1383X@opiNOG,KOG2836@euNOG	NA|NA|NA	T	protein tyrosine phosphatase	Signal Transduction
1651	PB.3840.1|765_223|path2:1-3061(+)|HQ_sampleytBMi1Qu|cb16611_c97281/f2p4/3153	7739.JGI119940	3e-23	116.3	CAPZA2	GO:0000003,GO:0000902,GO:0001709,GO:0002119,GO:0002164,GO:0002376,GO:0003006,GO:0003674,GO:0003779,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005856,GO:0005869,GO:0005875,GO:0005886,GO:0005938,GO:0006461,GO:0006810,GO:0006897,GO:0006909,GO:0006915,GO:0006928,GO:0006950,GO:0006952,GO:0006955,GO:0006996,GO:0007010,GO:0007015,GO:0007017,GO:0007018,GO:0007275,GO:0007276,GO:0007292,GO:0007293,GO:0007294,GO:0007444,GO:0007596,GO:0007599,GO:0008064,GO:0008092,GO:0008150,GO:0008219,GO:0008290,GO:0009611,GO:0009653,GO:0009790,GO:0009791,GO:0009792,GO:0009987,GO:0009994,GO:0010591,GO:0010639,GO:0012501,GO:0015629,GO:0015630,GO:0016020,GO:0016043,GO:0016192,GO:0016265,GO:0016324,GO:0019953,GO:0022412,GO:0022414,GO:0022607,GO:0030016,GO:0030017,GO:0030018,GO:0030029,GO:0030036,GO:0030154,GO:0030706,GO:0030716,GO:0030832,GO:0030833,GO:0030834,GO:0030835,GO:0030837,GO:0030863,GO:0031333,GO:0031344,GO:0031345,GO:0031674,GO:0032271,GO:0032272,GO:0032501,GO:0032502,GO:0032504,GO:0032535,GO:0032956,GO:0032970,GO:0032989,GO:0032991,GO:0033043,GO:0035220,GO:0040007,GO:0040008,GO:0040009,GO:0040010,GO:0042060,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043234,GO:0043242,GO:0043244,GO:0043254,GO:0043292,GO:0043933,GO:0044085,GO:0044087,GO:0044422,GO:0044424,GO:0044425,GO:0044430,GO:0044444,GO:0044446,GO:0044448,GO:0044449,GO:0044459,GO:0044464,GO:0044699,GO:0044702,GO:0044707,GO:0044763,GO:0044765,GO:0044767,GO:0045087,GO:0045165,GO:0045177,GO:0045927,GO:0048477,GO:0048513,GO:0048518,GO:0048519,GO:0048523,GO:0048609,GO:0048610,GO:0048646,GO:0048731,GO:0048856,GO:0048869,GO:0050789,GO:0050794,GO:0050817,GO:0050878,GO:0050896,GO:0051016,GO:0051128,GO:0051129,GO:0051179,GO:0051234,GO:0051489,GO:0051490,GO:0051493,GO:0051494,GO:0051693,GO:0060491,GO:0065003,GO:0065007,GO:0065008,GO:0070271,GO:0071203,GO:0071822,GO:0071840,GO:0071944,GO:0090066,GO:1901879,GO:1901880	K10364		meNOG[21]	09TR6@biNOG,0DF1H@chorNOG,0V4QH@meNOG,0ZAWX@NOG,12PIR@opiNOG,KOG0836@euNOG	NA|NA|NA	Z	capping protein (actin filament) muscle Z-line, alpha	Cytoskeleton
1652	PB.3842.2|765_258|path8:204-1778(+)|HQ_sampleytBMi1Qu|cb16611_c100299/f5p18/1578	3218.PP1S9_29V6.1	1.9999999999999998e-15	89.4		GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005730,GO:0016020,GO:0031974,GO:0031981,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0070013	K06943		virNOG[6]	1BFXI@strNOG,1DTV2@virNOG,COG1084@NOG,KOG1490@euNOG	NA|NA|NA	S	Involved in the biogenesis of the 60S ribosomal subunit (By similarity)	Function Unknown
