	query	seed_ortholog	evalue	score	predicted_name	go_terms	kegg_ko	bigg_reactions	tax_scope	eggnog_ogs	best_og	cog_cat	eggnog_hmmm_desc	cog_category_full
1600	PB.4273.1|HQ_samplekLafXsSM|cb3267_c67303/f7p0/1281:1-1281(+)|HQ_samplekLafXsSM|cb3267_c67303/f7p0/1281	6945.ISCW018957-PA	4.0999999999999995e-54	217.6		GO:0000003,GO:0003006,GO:0007276,GO:0007292,GO:0007304,GO:0008150,GO:0009653,GO:0009987,GO:0019953,GO:0022412,GO:0022414,GO:0030154,GO:0030703,GO:0030707,GO:0032501,GO:0032502,GO:0032504,GO:0044699,GO:0044702,GO:0044763,GO:0044767,GO:0048468,GO:0048477,GO:0048609,GO:0048610,GO:0048646,GO:0048856,GO:0048869			artNOG[6]	0384U@artNOG,0AQG2@biNOG,0W2Y6@meNOG,11M5W@NOG,14FK4@opiNOG,KOG4852@euNOG	NA|NA|NA	S	Inherit from KOG: solute carrier family 7, member 6 opposite strand	Function Unknown
1601	PB.4276.1|HQ_samplekLafXsSM|cb3267_c67397/f6p3/1149:1-1149(+)|HQ_samplekLafXsSM|cb3267_c67397/f6p3/1149	6945.ISCW017641-PA	2.9999999999999994e-64	251.1					artNOG[6]	03ATY@artNOG,09VUY@biNOG,0IIPU@euNOG,0V6TM@meNOG,0ZJ7W@NOG,12TTW@opiNOG	NA|NA|NA	W	Kazal-type serine protease inhibitor domain	Extracellular structures
1602	PB.4277.1|HQ_samplekLafXsSM|cb3267_c67411/f6p0/2964:1-2964(+)|HQ_samplekLafXsSM|cb3267_c67411/f6p0/2964	6669.DappuP309898	1.199999999999999e-295	1021.1	DBO	GO:0000902,GO:0003008,GO:0003674,GO:0003779,GO:0005488,GO:0005515,GO:0007154,GO:0007267,GO:0007268,GO:0007275,GO:0007399,GO:0008092,GO:0008150,GO:0009653,GO:0009987,GO:0016043,GO:0016049,GO:0019226,GO:0022008,GO:0023052,GO:0030030,GO:0030154,GO:0030182,GO:0031175,GO:0032501,GO:0032502,GO:0032989,GO:0032990,GO:0035637,GO:0040007,GO:0044699,GO:0044700,GO:0044707,GO:0044763,GO:0044767,GO:0048468,GO:0048666,GO:0048699,GO:0048731,GO:0048812,GO:0048856,GO:0048858,GO:0048869,GO:0050789,GO:0050794,GO:0050803,GO:0050807,GO:0050877,GO:0051128,GO:0065007,GO:0065008,GO:0071840	K10457		artNOG[6]	035I7@artNOG,09UZV@biNOG,0V8CT@meNOG,0XNX8@NOG,12QHR@opiNOG,KOG4441@euNOG	NA|NA|NA	T	substrate-specific adapter of an E3 ubiquitin- protein ligase complex which mediates the ubiquitination and subsequent proteasomal degradation of target proteins. May have a role in synapse differentiation and growth (By similarity)	Signal Transduction
1603	PB.4281.1|HQ_samplekLafXsSM|cb3267_c674/f4p1/4314:1-4314(+)|HQ_samplekLafXsSM|cb3267_c674/f4p1/4314	6945.ISCW017262-PA	2.1999999999999993e-133	482.6		GO:0003674,GO:0003824,GO:0003997,GO:0008150,GO:0008152,GO:0016401,GO:0016491,GO:0016627,GO:0016634,GO:0044710,GO:0055114	K00232		artNOG[6]	03692@artNOG,09W20@biNOG,0V7AZ@meNOG,12PUD@opiNOG,COG1960@NOG,KOG0136@euNOG	NA|NA|NA	I	acyl-Coenzyme A oxidase	Lipid metabolism
1604	PB.4282.1|HQ_samplekLafXsSM|cb3267_c67553/f4p1/1502:1-1502(+)|HQ_samplekLafXsSM|cb3267_c67553/f4p1/1502	6945.ISCW004211-PA	2.0999999999999998e-94	351.7	TUBA3D	GO:0000075,GO:0000166,GO:0000226,GO:0000278,GO:0001882,GO:0001883,GO:0001966,GO:0003674,GO:0005198,GO:0005200,GO:0005488,GO:0005525,GO:0005575,GO:0005622,GO:0005623,GO:0005856,GO:0005874,GO:0006457,GO:0006458,GO:0006996,GO:0007010,GO:0007017,GO:0007049,GO:0007051,GO:0007052,GO:0007088,GO:0007093,GO:0007094,GO:0007098,GO:0007346,GO:0007610,GO:0007638,GO:0008150,GO:0008152,GO:0009605,GO:0009612,GO:0009628,GO:0009987,GO:0010564,GO:0010639,GO:0010948,GO:0015630,GO:0016043,GO:0017076,GO:0019001,GO:0019538,GO:0022402,GO:0030071,GO:0030424,GO:0031023,GO:0031577,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0032991,GO:0033043,GO:0035639,GO:0036094,GO:0040011,GO:0042330,GO:0042995,GO:0043005,GO:0043025,GO:0043167,GO:0043168,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043234,GO:0043933,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044297,GO:0044422,GO:0044424,GO:0044430,GO:0044446,GO:0044464,GO:0044699,GO:0044708,GO:0044763,GO:0045298,GO:0045786,GO:0045839,GO:0045841,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051084,GO:0051128,GO:0051129,GO:0051297,GO:0051298,GO:0051726,GO:0051783,GO:0051784,GO:0065007,GO:0071173,GO:0071174,GO:0071704,GO:0071822,GO:0071840,GO:0097159,GO:0097458,GO:1901265,GO:1901363,GO:1901987,GO:1901988,GO:1901990,GO:1901991,GO:1902099,GO:1902100	K07374		meNOG[21]	09VHD@biNOG,0V6GK@meNOG,12P5T@opiNOG,COG5023@NOG,KOG1376@euNOG	NA|NA|NA	Z	Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain (By similarity)	Cytoskeleton
1605	PB.4283.1|HQ_samplekLafXsSM|cb3267_c67568/f5p0/907:1-907(+)|HQ_samplekLafXsSM|cb3267_c67568/f5p0/907	6945.ISCW014736-PA	6.2e-33	146.7		GO:0000338,GO:0003674,GO:0003824,GO:0006464,GO:0008150,GO:0008152,GO:0008233,GO:0008234,GO:0009987,GO:0010941,GO:0010942,GO:0016787,GO:0019538,GO:0019783,GO:0019784,GO:0036211,GO:0042981,GO:0043065,GO:0043067,GO:0043068,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0065007,GO:0070011,GO:0070646,GO:0070647,GO:0071704	K08597		artNOG[6]	037GU@artNOG,0A0KU@biNOG,0VBH1@meNOG,11G37@NOG,13JJF@opiNOG,KOG3246@euNOG	NA|NA|NA	O	sentrin-specific protease	Post-translational modification, protein turnover, chaperone functions
1606	PB.4284.1|HQ_samplekLafXsSM|cb3267_c67573/f4p1/1365:1-1365(+)|HQ_samplekLafXsSM|cb3267_c67573/f4p1/1365	6945.ISCW019640-PA	2.1999999999999997e-61	241.9					artNOG[6]	03ANS@artNOG,09ZQ8@biNOG,0IV9Z@euNOG,0VAKU@meNOG,11IKY@NOG,13M3M@opiNOG	NA|NA|NA	U	Protein of unknown function (DUF1183)	Intracellular trafficking and secretion
1607	PB.4295.1|HQ_samplekLafXsSM|cb3267_c67799/f3p0/1288:1-1288(+)|HQ_samplekLafXsSM|cb3267_c67799/f3p0/1288	6945.ISCW010688-PA	1.3999999999999997e-46	192.6					euNOG[57]	0JJXA@euNOG,113M4@NOG	NA|NA|NA	S	Secreted protein	Function Unknown
1608	PB.4298.1|HQ_samplekLafXsSM|cb3267_c67883/f2p0/3440:1-3440(+)|HQ_samplekLafXsSM|cb3267_c67883/f2p0/3440	7091.BGIBMGA012367-TA	4.6e-33	149.1					artNOG[6]	037WP@artNOG,0A82V@biNOG,0IYSN@euNOG,0SUS6@inNOG,0VIMK@meNOG,11JJ6@NOG,13S47@opiNOG	NA|NA|NA	S	to Y54G2A.42	Function Unknown
1609	PB.4299.1|HQ_samplekLafXsSM|cb3267_c67894/f2p1/2210:1-2210(+)|HQ_samplekLafXsSM|cb3267_c67894/f2p1/2210	6945.ISCW017425-PA	3.8999999999999997e-44	185.3					NOG[107]	0ZBX3@NOG	NA|NA|NA	S	leucine Rich Repeat	Function Unknown
1610	PB.4300.1|HQ_samplekLafXsSM|cb3267_c678/f2p1/4478:1-4478(+)|HQ_samplekLafXsSM|cb3267_c678/f2p1/4478	6945.ISCW009432-PA	6.3e-38	165.6		GO:0001558,GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0005886,GO:0006629,GO:0006644,GO:0006650,GO:0006793,GO:0006796,GO:0006996,GO:0007010,GO:0007015,GO:0007155,GO:0008150,GO:0008152,GO:0008360,GO:0009966,GO:0009987,GO:0010646,GO:0016020,GO:0016043,GO:0016301,GO:0016307,GO:0016308,GO:0016309,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019637,GO:0022603,GO:0022604,GO:0022610,GO:0023051,GO:0030029,GO:0030036,GO:0030258,GO:0030307,GO:0032006,GO:0040008,GO:0040014,GO:0040018,GO:0043933,GO:0044237,GO:0044238,GO:0044255,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0045927,GO:0046486,GO:0046488,GO:0046834,GO:0046854,GO:0048518,GO:0048522,GO:0048583,GO:0050789,GO:0050793,GO:0050794,GO:0051128,GO:0051239,GO:0051240,GO:0065007,GO:0065008,GO:0071704,GO:0071822,GO:0071840,GO:0071944	K00889,K00920		artNOG[6]	032PG@artNOG,09WYK@biNOG,0V7WS@meNOG,12Q7B@opiNOG,COG5253@NOG,KOG0229@euNOG	NA|NA|NA	T	Phosphatidylinositol-4-phosphate 5-Kinase	Signal Transduction
1611	PB.4305.1|HQ_samplekLafXsSM|cb3267_c67922/f2p0/3249:1-3249(+)|HQ_samplekLafXsSM|cb3267_c67922/f2p0/3249	7897.ENSLACP00000008012	9.999999999999998e-171	606.3	SMARCA5	GO:0000003,GO:0000166,GO:0000183,GO:0000228,GO:0000785,GO:0000790,GO:0000793,GO:0000902,GO:0000904,GO:0001654,GO:0001882,GO:0001883,GO:0002009,GO:0002119,GO:0002164,GO:0003006,GO:0003674,GO:0003676,GO:0003677,GO:0003678,GO:0003824,GO:0004386,GO:0005488,GO:0005515,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005667,GO:0005677,GO:0005694,GO:0005700,GO:0005730,GO:0006139,GO:0006152,GO:0006163,GO:0006195,GO:0006200,GO:0006259,GO:0006281,GO:0006302,GO:0006323,GO:0006325,GO:0006333,GO:0006334,GO:0006336,GO:0006338,GO:0006342,GO:0006351,GO:0006352,GO:0006355,GO:0006357,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006974,GO:0006996,GO:0006997,GO:0007154,GO:0007165,GO:0007275,GO:0007399,GO:0007423,GO:0007517,GO:0007548,GO:0007568,GO:0008094,GO:0008134,GO:0008150,GO:0008152,GO:0008340,GO:0008623,GO:0009056,GO:0009058,GO:0009059,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009125,GO:0009126,GO:0009128,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009158,GO:0009161,GO:0009164,GO:0009166,GO:0009167,GO:0009169,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009653,GO:0009790,GO:0009791,GO:0009792,GO:0009888,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0009987,GO:0010033,GO:0010259,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010558,GO:0010604,GO:0010605,GO:0010608,GO:0010628,GO:0010629,GO:0014070,GO:0016043,GO:0016070,GO:0016246,GO:0016358,GO:0016441,GO:0016458,GO:0016462,GO:0016568,GO:0016584,GO:0016589,GO:0016590,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0019439,GO:0019637,GO:0019693,GO:0022008,GO:0022414,GO:0022607,GO:0023052,GO:0030030,GO:0030154,GO:0030182,GO:0030518,GO:0030522,GO:0030554,GO:0030575,GO:0031010,GO:0031047,GO:0031055,GO:0031175,GO:0031213,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0031497,GO:0031974,GO:0031981,GO:0032392,GO:0032501,GO:0032502,GO:0032508,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032559,GO:0032774,GO:0032989,GO:0032990,GO:0032991,GO:0033554,GO:0033993,GO:0034080,GO:0034508,GO:0034622,GO:0034641,GO:0034645,GO:0034654,GO:0034655,GO:0034724,GO:0034728,GO:0035063,GO:0035075,GO:0035076,GO:0035194,GO:0035639,GO:0036094,GO:0036314,GO:0036315,GO:0040007,GO:0040008,GO:0040009,GO:0040010,GO:0040026,GO:0040027,GO:0040028,GO:0040029,GO:0040035,GO:0042221,GO:0042278,GO:0042454,GO:0042623,GO:0042752,GO:0042766,GO:0043010,GO:0043044,GO:0043167,GO:0043168,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043234,GO:0043486,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044260,GO:0044270,GO:0044271,GO:0044281,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044451,GO:0044454,GO:0044464,GO:0044699,GO:0044700,GO:0044707,GO:0044710,GO:0044763,GO:0044767,GO:0045814,GO:0045892,GO:0045893,GO:0045927,GO:0045934,GO:0045935,GO:0045944,GO:0046034,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0048468,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048580,GO:0048581,GO:0048608,GO:0048666,GO:0048667,GO:0048699,GO:0048729,GO:0048731,GO:0048806,GO:0048812,GO:0048813,GO:0048856,GO:0048858,GO:0048869,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051093,GO:0051094,GO:0051171,GO:0051172,GO:0051173,GO:0051239,GO:0051241,GO:0051252,GO:0051253,GO:0051254,GO:0051276,GO:0051716,GO:0055086,GO:0060041,GO:0060255,GO:0060429,GO:0061061,GO:0061062,GO:0061064,GO:0061458,GO:0065003,GO:0065004,GO:0065007,GO:0070013,GO:0070603,GO:0070615,GO:0070887,GO:0071103,GO:0071310,GO:0071390,GO:0071396,GO:0071407,GO:0071704,GO:0071824,GO:0071840,GO:0072521,GO:0072523,GO:0080090,GO:0090304,GO:0097159,GO:0097305,GO:0097306,GO:1901135,GO:1901136,GO:1901265,GO:1901292,GO:1901360,GO:1901361,GO:1901362,GO:1901363,GO:1901564,GO:1901565,GO:1901575,GO:1901576,GO:1901654,GO:1901655,GO:1901657,GO:1901658,GO:1901700,GO:1901701,GO:2000026,GO:2000112,GO:2000113,GO:2001141	K11654		meNOG[21]	09TP1@biNOG,0DEZF@chorNOG,0V4N7@meNOG,12QID@opiNOG,1CPP5@veNOG,COG0553@NOG,KOG0385@euNOG	NA|NA|NA	B	SWI SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member	Chromatin Structure and dynamics
1612	PB.4306.1|HQ_samplekLafXsSM|cb3267_c67932/f2p1/4322:1-4322(+)|HQ_samplekLafXsSM|cb3267_c67932/f2p1/4322	6945.ISCW014331-PA	1.3999999999999997e-58	234.2	KHC	GO:0000003,GO:0000226,GO:0000578,GO:0000902,GO:0000904,GO:0001505,GO:0001654,GO:0001754,GO:0003001,GO:0003002,GO:0003006,GO:0003008,GO:0003674,GO:0003774,GO:0003777,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005856,GO:0005871,GO:0005874,GO:0005875,GO:0006403,GO:0006810,GO:0006836,GO:0006886,GO:0006928,GO:0006935,GO:0006996,GO:0007005,GO:0007010,GO:0007017,GO:0007018,GO:0007028,GO:0007154,GO:0007163,GO:0007267,GO:0007268,GO:0007269,GO:0007275,GO:0007276,GO:0007281,GO:0007292,GO:0007300,GO:0007303,GO:0007308,GO:0007309,GO:0007310,GO:0007314,GO:0007315,GO:0007316,GO:0007317,GO:0007350,GO:0007351,GO:0007389,GO:0007399,GO:0007409,GO:0007411,GO:0007423,GO:0007517,GO:0007519,GO:0008017,GO:0008088,GO:0008092,GO:0008103,GO:0008104,GO:0008150,GO:0008152,GO:0008298,GO:0008358,GO:0008574,GO:0008595,GO:0009605,GO:0009653,GO:0009790,GO:0009798,GO:0009880,GO:0009887,GO:0009888,GO:0009948,GO:0009950,GO:0009952,GO:0009953,GO:0009987,GO:0009994,GO:0010970,GO:0014706,GO:0015031,GO:0015630,GO:0015631,GO:0016043,GO:0016325,GO:0016358,GO:0016462,GO:0016482,GO:0016787,GO:0016817,GO:0016818,GO:0017111,GO:0019094,GO:0019226,GO:0019227,GO:0019953,GO:0021700,GO:0022008,GO:0022412,GO:0022414,GO:0022607,GO:0023052,GO:0023061,GO:0030011,GO:0030030,GO:0030154,GO:0030182,GO:0030705,GO:0030951,GO:0030952,GO:0031175,GO:0032501,GO:0032502,GO:0032504,GO:0032879,GO:0032940,GO:0032989,GO:0032990,GO:0032991,GO:0033036,GO:0034613,GO:0034643,GO:0035282,GO:0035371,GO:0035637,GO:0040011,GO:0040023,GO:0042221,GO:0042330,GO:0042692,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043234,GO:0044085,GO:0044087,GO:0044422,GO:0044424,GO:0044430,GO:0044446,GO:0044464,GO:0044699,GO:0044700,GO:0044702,GO:0044707,GO:0044763,GO:0044765,GO:0044767,GO:0045184,GO:0045451,GO:0045595,GO:0045995,GO:0046530,GO:0046903,GO:0046907,GO:0047497,GO:0048311,GO:0048312,GO:0048468,GO:0048469,GO:0048477,GO:0048513,GO:0048592,GO:0048599,GO:0048609,GO:0048610,GO:0048666,GO:0048667,GO:0048699,GO:0048731,GO:0048741,GO:0048747,GO:0048812,GO:0048813,GO:0048856,GO:0048858,GO:0048869,GO:0050789,GO:0050793,GO:0050794,GO:0050877,GO:0050896,GO:0051128,GO:0051146,GO:0051179,GO:0051234,GO:0051239,GO:0051640,GO:0051641,GO:0051646,GO:0051647,GO:0051649,GO:0051654,GO:0051656,GO:0055001,GO:0055002,GO:0060281,GO:0060284,GO:0060341,GO:0060537,GO:0060538,GO:0060810,GO:0060811,GO:0061061,GO:0061564,GO:0065007,GO:0065008,GO:0070727,GO:0071702,GO:0071840,GO:0072384,GO:0097485,GO:2000026,GO:2000241	K10396		artNOG[6]	0335F@artNOG,09XKH@biNOG,0V8BE@meNOG,12NHW@opiNOG,COG5059@NOG,KOG0240@euNOG	NA|NA|NA	Z	Kinesin heavy chain	Cytoskeleton
1613	PB.4311.1|HQ_samplekLafXsSM|cb3267_c67985/f2p1/814:1-814(+)|HQ_samplekLafXsSM|cb3267_c67985/f2p1/814	7955.ENSDARP00000064375	5.0999999999999994e-42	176.8	SOD1	GO:0000302,GO:0000303,GO:0003674,GO:0003824,GO:0004784,GO:0005488,GO:0005507,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005739,GO:0005829,GO:0006801,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0008270,GO:0009410,GO:0009987,GO:0010033,GO:0010035,GO:0010038,GO:0016209,GO:0016491,GO:0016721,GO:0019430,GO:0019725,GO:0033554,GO:0034599,GO:0034614,GO:0042221,GO:0042592,GO:0043167,GO:0043169,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044424,GO:0044444,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0046872,GO:0046914,GO:0050896,GO:0051597,GO:0051716,GO:0055114,GO:0060249,GO:0065007,GO:0065008,GO:0070050,GO:0070887,GO:0071451,GO:0072593,GO:1901700,GO:1901701	K04565		fiNOG[1]	0A6JU@biNOG,0DTJY@chorNOG,0N84J@fiNOG,0VHDZ@meNOG,13PTD@opiNOG,1D2XD@veNOG,COG2032@NOG,KOG0441@euNOG	NA|NA|NA	P	Destroys radicals which are normally produced within the cells and which are toxic to biological systems	Inorganic ion transport and metabolism
1614	PB.4313.1|HQ_samplekLafXsSM|cb3267_c68002/f2p0/3013:1-3013(+)|HQ_samplekLafXsSM|cb3267_c68002/f2p0/3013	6945.ISCW016886-PA	4.4e-123	448.0	ASPH	GO:0003674,GO:0003824,GO:0004597,GO:0008150,GO:0008152,GO:0016491,GO:0016705,GO:0016706,GO:0044710,GO:0051213,GO:0055114	K00476		artNOG[6]	0346Y@artNOG,09X2M@biNOG,0V80V@meNOG,12Q9I@opiNOG,COG3555@NOG,KOG3696@euNOG	NA|NA|NA	O	Aspartyl/Asparaginyl beta-hydroxylase	Post-translational modification, protein turnover, chaperone functions
1615	PB.4317.1|HQ_samplekLafXsSM|cb3267_c68033/f2p0/3712:1-3712(+)|HQ_samplekLafXsSM|cb3267_c68033/f2p0/3712	6945.ISCW002513-PA	5e-57	228.8					meNOG[21]	0AI37@biNOG,0VW10@meNOG,0YERS@NOG,13KJ7@opiNOG,KOG3591@euNOG	NA|NA|NA	O	Hsp20/alpha crystallin family	Post-translational modification, protein turnover, chaperone functions
1616	PB.4328.1|HQ_samplekLafXsSM|cb3267_c685/f2p0/3190:1-3190(+)|HQ_samplekLafXsSM|cb3267_c685/f2p0/3190	6945.ISCW021430-PA	1.0999999999999997e-156	559.7			K13356		artNOG[6]	03201@artNOG,09V6D@biNOG,0V65Y@meNOG,0XS7R@NOG,12P58@opiNOG,KOG1221@euNOG	NA|NA|NA	I	fatty acyl-CoA reductase	Lipid metabolism
1617	PB.4329.1|HQ_samplekLafXsSM|cb3267_c68645/f2p0/2406:1-2406(+)|HQ_samplekLafXsSM|cb3267_c68645/f2p0/2406	6945.ISCW005282-PA	3.4999999999999994e-67	261.9		GO:0000003,GO:0000086,GO:0000212,GO:0000226,GO:0000278,GO:0003006,GO:0003674,GO:0003824,GO:0004721,GO:0004725,GO:0004726,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005694,GO:0006461,GO:0006464,GO:0006470,GO:0006793,GO:0006796,GO:0006996,GO:0006997,GO:0006998,GO:0007010,GO:0007017,GO:0007030,GO:0007049,GO:0007051,GO:0007053,GO:0007056,GO:0007088,GO:0007098,GO:0007099,GO:0007126,GO:0007127,GO:0007140,GO:0007143,GO:0007154,GO:0007267,GO:0007275,GO:0007276,GO:0007277,GO:0007279,GO:0007283,GO:0007346,GO:0007348,GO:0007349,GO:0007369,GO:0007399,GO:0007422,GO:0007424,GO:0007498,GO:0008138,GO:0008150,GO:0008152,GO:0008283,GO:0008284,GO:0008315,GO:0008361,GO:0009653,GO:0009790,GO:0009794,GO:0009888,GO:0009987,GO:0010564,GO:0016043,GO:0016044,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0019538,GO:0019953,GO:0022402,GO:0022411,GO:0022412,GO:0022414,GO:0022607,GO:0023052,GO:0030154,GO:0030397,GO:0031023,GO:0032501,GO:0032502,GO:0032504,GO:0032535,GO:0033043,GO:0035335,GO:0036211,GO:0042127,GO:0042578,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043412,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044464,GO:0044699,GO:0044700,GO:0044702,GO:0044707,GO:0044763,GO:0044767,GO:0044770,GO:0044771,GO:0044772,GO:0045165,GO:0045168,GO:0045786,GO:0045787,GO:0045792,GO:0045930,GO:0045931,GO:0045977,GO:0045995,GO:0046331,GO:0048232,GO:0048468,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048598,GO:0048609,GO:0048610,GO:0048646,GO:0048731,GO:0048856,GO:0048869,GO:0050789,GO:0050793,GO:0050794,GO:0051078,GO:0051081,GO:0051128,GO:0051225,GO:0051239,GO:0051297,GO:0051298,GO:0051321,GO:0051445,GO:0051726,GO:0051783,GO:0060305,GO:0060541,GO:0061024,GO:0065003,GO:0065007,GO:0065008,GO:0070271,GO:0070925,GO:0071704,GO:0071822,GO:0071840,GO:0090066,GO:0090306,GO:2000026	K05867,K16723		artNOG[6]	036WA@artNOG,09W87@biNOG,0V76J@meNOG,12TIQ@opiNOG,COG5105@NOG,KOG3772@euNOG	NA|NA|NA	D	m-phase inducer phosphatase	Cell cycle control and mitosis
1618	PB.4332.1|HQ_samplekLafXsSM|cb3267_c687/f2p0/1938:1-1938(+)|HQ_samplekLafXsSM|cb3267_c687/f2p0/1938	9615.ENSCAFP00000032583	2.3e-37	162.5					maNOG[6]	0A9FY@biNOG,0DVX7@chorNOG,0J0KG@euNOG,0UYKN@maNOG,0VM5M@meNOG,1203B@NOG,13VZW@opiNOG,1D5CJ@veNOG	NA|NA|NA			
1619	PB.4333.2|HQ_samplekLafXsSM|cb3267_c687/f2p0/1938:31-1896(-)|HQ_samplekLafXsSM|cb3267_c777/f2p0/1495	6239.Y49E10.6b	2.3e-16	92.4		GO:0000003,GO:0000785,GO:0000786,GO:0002119,GO:0002164,GO:0003006,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005694,GO:0007275,GO:0007548,GO:0008150,GO:0009790,GO:0009791,GO:0009792,GO:0022414,GO:0032501,GO:0032502,GO:0032991,GO:0032993,GO:0040007,GO:0040008,GO:0040009,GO:0040010,GO:0040012,GO:0040017,GO:0040035,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0044422,GO:0044424,GO:0044427,GO:0044446,GO:0044464,GO:0044699,GO:0044707,GO:0044767,GO:0045927,GO:0048513,GO:0048518,GO:0048608,GO:0048731,GO:0048806,GO:0048856,GO:0050789,GO:0061458,GO:0065007			nemNOG[3]	0AW0B@biNOG,0EMBT@chrNOG,0K7U7@euNOG,0W4ZJ@meNOG,0XH34@nemNOG,10M2F@NOG,14PRT@opiNOG,18QR4@rhaNOG	NA|NA|NA			
1620	PB.4338.1|HQ_samplekLafXsSM|cb3267_c692/f5p0/2120:1-2120(+)|HQ_samplekLafXsSM|cb3267_c692/f5p0/2120	7739.JGI76038	8.6e-25	120.9					euNOG[57]	COG5048@NOG,KOG1721@euNOG	NA|NA|NA	S	Zinc finger protein	Function Unknown
1621	PB.4345.3|HQ_samplekLafXsSM|cb3267_c69760/f4p1/3570:12-2371(+)|HQ_samplekLafXsSM|cb3267_c94110/f5p0/2365	6945.ISCW018514-PA	7.599999999999995e-280	968.4			K10084		artNOG[6]	0358V@artNOG,09WWU@biNOG,0V7V4@meNOG,0XS6F@NOG,12Q68@opiNOG,KOG2429@euNOG	NA|NA|NA	G	Glycosyl hydrolase family 47	Carbohydrate metabolism and transport
1622	PB.4347.1|HQ_samplekLafXsSM|cb3267_c69995/f2p1/2847:1-2847(+)|HQ_samplekLafXsSM|cb3267_c69995/f2p1/2847	6945.ISCW004925-PA	2.8e-15	89.7	FATP	GO:0003674,GO:0005215,GO:0005319,GO:0005324,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006820,GO:0006869,GO:0008150,GO:0010876,GO:0015245,GO:0015711,GO:0015718,GO:0015849,GO:0015908,GO:0015909,GO:0016020,GO:0022892,GO:0033036,GO:0042592,GO:0044464,GO:0044699,GO:0044765,GO:0046942,GO:0048878,GO:0051179,GO:0051234,GO:0055088,GO:0055090,GO:0065007,GO:0065008,GO:0070328,GO:0071702,GO:0071944	K08745		artNOG[6]	0348A@artNOG,09TFA@biNOG,0V4ED@meNOG,0XQ8T@NOG,12N3R@opiNOG,KOG1179@euNOG	NA|NA|NA	I	fatty acid transport protein	Lipid metabolism
